-17.368206,-66.127676, Calle Bolívar #100, Queru Queru, D1
-17.367695,-66.123386, Calle Sucre #1641, Mesadilla, D1
-17.371166,-66.129401, Av. Ayacucho #1642, Queru Queru, D1
-17.362883,-66.136420, Calle Aroma #1643, Aranjuez, D1
-17.365070,-66.141797, Calle Baptista #1644, Mesadilla, D1
-17.365616,-66.136743, Calle Bolívar #1645, Queru Queru, D1
-17.372645,-66.133002, Calle Sucre #1646, Aranjuez, D1
-17.368390,-66.138934, Av. Ayacucho #1647, Mesadilla, D1
-17.372440,-66.118551, Calle Aroma #1648, Queru Queru, D1
-17.372838,-66.121848, Calle Baptista #1649, Aranjuez, D1
-17.365329,-66.145632, Calle Bolívar #1650, Mesadilla, D1
-17.364204,-66.136840, Calle Sucre #1651, Queru Queru, D1
-17.365252,-66.141594, Av. Ayacucho #1652, Aranjuez, D1
-17.366510,-66.128174, Calle Aroma #1653, Mesadilla, D1
-17.371328,-66.116909, Calle Baptista #1654, Queru Queru, D1
-17.364506,-66.127760, Calle Bolívar #1655, Aranjuez, D1
-17.374831,-66.118574, Calle Sucre #1656, Mesadilla, D1
-17.364104,-66.122537, Av. Ayacucho #1657, Queru Queru, D1
-17.366630,-66.142309, Calle Aroma #1658, Aranjuez, D1
-17.364838,-66.127733, Calle Baptista #1659, Mesadilla, D1
-17.379846,-66.127439, Calle Bolívar #1660, Queru Queru, D1
-17.365916,-66.135914, Calle Sucre #1661, Aranjuez, D1
-17.370878,-66.123298, Av. Ayacucho #1662, Mesadilla, D1
-17.371555,-66.125713, Calle Aroma #1663, Queru Queru, D1
-17.365154,-66.123635, Calle Baptista #1664, Aranjuez, D1
-17.368520,-66.133602, Calle Bolívar #1665, Mesadilla, D1
-17.366498,-66.124289, Calle Sucre #1666, Queru Queru, D1
-17.367832,-66.140535, Av. Ayacucho #1667, Aranjuez, D1
-17.365525,-66.110067, Calle Aroma #1668, Mesadilla, D1
-17.368723,-66.112883, Calle Baptista #1669, Queru Queru, D1
-17.369418,-66.141727, Calle Bolívar #1670, Aranjuez, D1
-17.368952,-66.136756, Calle Sucre #1671, Mesadilla, D1
-17.369340,-66.112064, Av. Ayacucho #1672, Queru Queru, D1
-17.365889,-66.113121, Calle Aroma #1673, Aranjuez, D1
-17.363075,-66.135383, Calle Baptista #1674, Mesadilla, D1
-17.366096,-66.135574, Calle Bolívar #1675, Queru Queru, D1
-17.370417,-66.125053, Calle Sucre #1676, Aranjuez, D1
-17.365773,-66.130696, Av. Ayacucho #1677, Mesadilla, D1
-17.367662,-66.137349, Calle Aroma #1678, Queru Queru, D1
-17.370186,-66.138979, Calle Baptista #1679, Aranjuez, D1
-17.368833,-66.141405, Calle Bolívar #1680, Mesadilla, D1
-17.370847,-66.125915, Calle Sucre #1681, Queru Queru, D1
-17.366771,-66.135883, Av. Ayacucho #1682, Aranjuez, D1
-17.364849,-66.140637, Calle Aroma #1683, Mesadilla, D1
-17.369174,-66.117837, Calle Baptista #1684, Queru Queru, D1
-17.370817,-66.115632, Calle Bolívar #1685, Aranjuez, D1
-17.364358,-66.125661, Calle Sucre #1686, Mesadilla, D1
-17.369048,-66.134377, Av. Ayacucho #1687, Queru Queru, D1
-17.375071,-66.114366, Calle Aroma #1688, Aranjuez, D1
-17.372273,-66.112388, Calle Baptista #1689, Mesadilla, D1
-17.371542,-66.135528, Calle Bolívar #1690, Queru Queru, D1
-17.366607,-66.113189, Calle Sucre #1691, Aranjuez, D1
-17.372599,-66.112400, Av. Ayacucho #1692, Mesadilla, D1
-17.372876,-66.120859, Calle Aroma #1693, Queru Queru, D1
-17.371586,-66.112419, Calle Baptista #1694, Aranjuez, D1
-17.365172,-66.123684, Calle Bolívar #1695, Mesadilla, D1
-17.367775,-66.109075, Calle Sucre #1696, Queru Queru, D1
-17.370410,-66.132293, Av. Ayacucho #1697, Aranjuez, D1
-17.378176,-66.123453, Calle Aroma #1698, Mesadilla, D1
-17.371411,-66.124587, Calle Baptista #1699, Queru Queru, D1
-17.369601,-66.141195, Calle Bolívar #1700, Aranjuez, D1
-17.371190,-66.131914, Calle Sucre #1701, Mesadilla, D1
-17.366839,-66.125732, Av. Ayacucho #1702, Queru Queru, D1
-17.368603,-66.141336, Calle Aroma #1703, Aranjuez, D1
-17.372144,-66.120820, Calle Baptista #1704, Mesadilla, D1
-17.376367,-66.129609, Calle Bolívar #1705, Queru Queru, D1
-17.378456,-66.121123, Calle Sucre #1706, Aranjuez, D1
-17.368173,-66.112067, Av. Ayacucho #1707, Mesadilla, D1
-17.367220,-66.140557, Calle Aroma #1708, Queru Queru, D1
-17.371870,-66.132463, Calle Baptista #1709, Aranjuez, D1
-17.360918,-66.143866, Calle Bolívar #1710, Mesadilla, D1
-17.363616,-66.139605, Calle Sucre #1711, Queru Queru, D1
-17.376893,-66.124094, Av. Ayacucho #1712, Aranjuez, D1
-17.364806,-66.147590, Calle Aroma #1713, Mesadilla, D1
-17.374268,-66.116167, Calle Baptista #1714, Queru Queru, D1
-17.365161,-66.148191, Calle Bolívar #1715, Aranjuez, D1
-17.368979,-66.137129, Calle Sucre #1716, Mesadilla, D1
-17.366643,-66.112931, Av. Ayacucho #1717, Queru Queru, D1
-17.378357,-66.121456, Calle Aroma #1718, Aranjuez, D1
-17.377581,-66.123202, Calle Baptista #1719, Mesadilla, D1
-17.368002,-66.142612, Calle Bolívar #1720, Queru Queru, D1
-17.368583,-66.111015, Calle Sucre #1721, Aranjuez, D1
-17.367368,-66.124588, Av. Ayacucho #1722, Mesadilla, D1
-17.368624,-66.135351, Calle Aroma #1723, Queru Queru, D1
-17.367133,-66.129815, Calle Baptista #1724, Aranjuez, D1
-17.373235,-66.113905, Calle Bolívar #1725, Mesadilla, D1
-17.364751,-66.135124, Calle Sucre #1726, Queru Queru, D1
-17.370931,-66.116922, Av. Ayacucho #1727, Aranjuez, D1
-17.378163,-66.123403, Calle Aroma #1728, Mesadilla, D1
-17.364348,-66.126034, Calle Baptista #1729, Queru Queru, D1
-17.366022,-66.109188, Calle Bolívar #1730, Aranjuez, D1
-17.373392,-66.127181, Calle Sucre #1731, Mesadilla, D1
-17.369634,-66.111179, Av. Ayacucho #1732, Queru Queru, D1
-17.378533,-66.123611, Calle Aroma #1733, Aranjuez, D1
-17.366142,-66.127500, Calle Baptista #1734, Mesadilla, D1
-17.367069,-66.109261, Calle Bolívar #1735, Queru Queru, D1
-17.372814,-66.128989, Calle Sucre #1736, Aranjuez, D1
-17.372946,-66.111763, Av. Ayacucho #1737, Mesadilla, D1
-17.366995,-66.112815, Calle Aroma #1738, Queru Queru, D1
-17.374834,-66.115692, Calle Baptista #1739, Aranjuez, D1
-17.361636,-66.148806, Calle Bolívar #1740, Mesadilla, D1
-17.372803,-66.124983, Calle Sucre #1741, Queru Queru, D1
-17.371827,-66.125263, Av. Ayacucho #1742, Aranjuez, D1
-17.369318,-66.121264, Calle Aroma #1743, Mesadilla, D1
-17.365879,-66.108944, Calle Baptista #1744, Queru Queru, D1
-17.359275,-66.149809, Calle Bolívar #1745, Aranjuez, D1
-17.369293,-66.135929, Calle Sucre #1746, Mesadilla, D1
-17.371312,-66.114882, Av. Ayacucho #1747, Queru Queru, D1
-17.363848,-66.141102, Calle Aroma #1748, Aranjuez, D1
-17.369639,-66.118946, Calle Baptista #1749, Mesadilla, D1
-17.362298,-66.147638, Calle Bolívar #1750, Queru Queru, D1
-17.377623,-66.123136, Calle Sucre #1751, Aranjuez, D1
-17.377332,-66.121611, Av. Ayacucho #1752, Mesadilla, D1
-17.369479,-66.136643, Calle Aroma #1753, Queru Queru, D1
-17.372686,-66.122361, Calle Baptista #1754, Aranjuez, D1
-17.370802,-66.112590, Calle Bolívar #1755, Mesadilla, D1
-17.364046,-66.134723, Calle Sucre #1756, Queru Queru, D1
-17.366409,-66.122823, Av. Ayacucho #1757, Aranjuez, D1
-17.370233,-66.137860, Calle Aroma #1758, Mesadilla, D1
-17.368474,-66.128664, Calle Baptista #1759, Queru Queru, D1
-17.368178,-66.143505, Calle Bolívar #1760, Aranjuez, D1
-17.369168,-66.135566, Calle Sucre #1761, Mesadilla, D1
-17.381049,-66.126614, Av. Ayacucho #1762, Queru Queru, D1
-17.367132,-66.113729, Calle Aroma #1763, Aranjuez, D1
-17.378797,-66.127469, Calle Baptista #1764, Mesadilla, D1
-17.364270,-66.132350, Calle Bolívar #1765, Queru Queru, D1
-17.363293,-66.135163, Calle Sucre #1766, Aranjuez, D1
-17.369766,-66.113440, Av. Ayacucho #1767, Mesadilla, D1
-17.362763,-66.138537, Calle Aroma #1768, Queru Queru, D1
-17.363338,-66.130011, Calle Baptista #1769, Aranjuez, D1
-17.367375,-66.119098, Calle Bolívar #1770, Mesadilla, D1
-17.376944,-66.120813, Calle Sucre #1771, Queru Queru, D1
-17.372085,-66.121022, Av. Ayacucho #1772, Aranjuez, D1
-17.373395,-66.116851, Calle Aroma #1773, Mesadilla, D1
-17.370371,-66.118943, Calle Baptista #1774, Queru Queru, D1
-17.366624,-66.121190, Calle Bolívar #1775, Aranjuez, D1
-17.371797,-66.112478, Calle Sucre #1776, Mesadilla, D1
-17.364027,-66.142399, Av. Ayacucho #1777, Queru Queru, D1
-17.367701,-66.137872, Calle Aroma #1778, Aranjuez, D1
-17.366986,-66.132632, Calle Baptista #1779, Mesadilla, D1
-17.365339,-66.121297, Calle Bolívar #1780, Queru Queru, D1
-17.373108,-66.115859, Calle Sucre #1781, Aranjuez, D1
-17.374104,-66.115773, Av. Ayacucho #1782, Mesadilla, D1
-17.373914,-66.119937, Calle Aroma #1783, Queru Queru, D1
-17.359689,-66.149511, Calle Baptista #1784, Aranjuez, D1
-17.367713,-66.134817, Calle Bolívar #1785, Mesadilla, D1
-17.369782,-66.137908, Calle Sucre #1786, Queru Queru, D1
-17.380614,-66.128036, Av. Ayacucho #1787, Aranjuez, D1
-17.363332,-66.123211, Calle Aroma #1788, Mesadilla, D1
-17.365120,-66.140511, Calle Baptista #1789, Queru Queru, D1
-17.370002,-66.129566, Calle Bolívar #1790, Aranjuez, D1
-17.372495,-66.114149, Calle Sucre #1791, Mesadilla, D1
-17.368347,-66.132943, Av. Ayacucho #1792, Queru Queru, D1
-17.372317,-66.115207, Calle Aroma #1793, Aranjuez, D1
-17.373558,-66.125624, Calle Baptista #1794, Mesadilla, D1
-17.361670,-66.142494, Calle Bolívar #1795, Queru Queru, D1
-17.371076,-66.135002, Calle Sucre #1796, Aranjuez, D1
-17.369773,-66.138491, Av. Ayacucho #1797, Mesadilla, D1
-17.365710,-66.141187, Calle Aroma #1798, Queru Queru, D1
-17.367700,-66.118113, Calle Baptista #1799, Aranjuez, D1
-17.373262,-66.131699, Calle Bolívar #1800, Mesadilla, D1
-17.366381,-66.118331, Calle Sucre #1801, Queru Queru, D1
-17.362688,-66.141761, Av. Ayacucho #1802, Aranjuez, D1
-17.360480,-66.148337, Calle Aroma #1803, Mesadilla, D1
-17.368648,-66.110949, Calle Baptista #1804, Queru Queru, D1
-17.379647,-66.126674, Calle Bolívar #1805, Aranjuez, D1
-17.373286,-66.127334, Calle Sucre #1806, Mesadilla, D1
-17.375353,-66.125487, Av. Ayacucho #1807, Queru Queru, D1
-17.377812,-66.126725, Calle Aroma #1808, Aranjuez, D1
-17.369359,-66.122009, Calle Baptista #1809, Mesadilla, D1
-17.367257,-66.121544, Calle Bolívar #1810, Queru Queru, D1
-17.367029,-66.131331, Calle Sucre #1811, Aranjuez, D1
-17.370453,-66.139132, Av. Ayacucho #1812, Mesadilla, D1
-17.363476,-66.121264, Calle Aroma #1813, Queru Queru, D1
-17.368856,-66.119714, Calle Baptista #1814, Aranjuez, D1
-17.378878,-66.123376, Calle Bolívar #1815, Mesadilla, D1
-17.363101,-66.144375, Calle Sucre #1816, Queru Queru, D1
-17.369470,-66.119866, Av. Ayacucho #1817, Aranjuez, D1
-17.363236,-66.141004, Calle Aroma #1818, Mesadilla, D1
-17.369963,-66.122668, Calle Baptista #1819, Queru Queru, D1
-17.367678,-66.123559, Calle Bolívar #1820, Aranjuez, D1
-17.367731,-66.142482, Calle Sucre #1821, Mesadilla, D1
-17.365889,-66.131210, Av. Ayacucho #1822, Queru Queru, D1
-17.375516,-66.123044, Calle Aroma #1823, Aranjuez, D1
-17.366164,-66.143027, Calle Baptista #1824, Mesadilla, D1
-17.379373,-66.127539, Calle Bolívar #1825, Queru Queru, D1
-17.367292,-66.125257, Calle Sucre #1826, Aranjuez, D1
-17.369631,-66.132303, Av. Ayacucho #1827, Mesadilla, D1
-17.373654,-66.125204, Calle Aroma #1828, Queru Queru, D1
-17.369577,-66.139936, Calle Baptista #1829, Aranjuez, D1
-17.367845,-66.128836, Calle Bolívar #1830, Mesadilla, D1
-17.371574,-66.134401, Calle Sucre #1831, Queru Queru, D1
-17.364299,-66.145634, Av. Ayacucho #1832, Aranjuez, D1
-17.375140,-66.114896, Calle Aroma #1833, Mesadilla, D1
-17.368287,-66.142045, Calle Baptista #1834, Queru Queru, D1
-17.369207,-66.117337, Calle Bolívar #1835, Aranjuez, D1
-17.377552,-66.116242, Calle Sucre #1836, Mesadilla, D1
-17.367257,-66.132048, Av. Ayacucho #1837, Queru Queru, D1
-17.373482,-66.122374, Calle Aroma #1838, Aranjuez, D1
-17.364013,-66.137763, Calle Baptista #1839, Mesadilla, D1
-17.362540,-66.126181, Calle Bolívar #1840, Queru Queru, D1
-17.367618,-66.138387, Calle Sucre #1841, Aranjuez, D1
-17.367413,-66.125104, Av. Ayacucho #1842, Mesadilla, D1
-17.364304,-66.129590, Calle Aroma #1843, Queru Queru, D1
-17.364148,-66.120600, Calle Baptista #1844, Aranjuez, D1
-17.366423,-66.123904, Calle Bolívar #1845, Mesadilla, D1
-17.364901,-66.121313, Calle Sucre #1846, Queru Queru, D1
-17.369550,-66.129421, Av. Ayacucho #1847, Aranjuez, D1
-17.377582,-66.127488, Calle Aroma #1848, Mesadilla, D1
-17.370031,-66.128936, Calle Baptista #1849, Queru Queru, D1
-17.361994,-66.148950, Calle Bolívar #1850, Aranjuez, D1
-17.367019,-66.144824, Calle Sucre #1851, Mesadilla, D1
-17.366047,-66.121079, Av. Ayacucho #1852, Queru Queru, D1
-17.369255,-66.141514, Calle Aroma #1853, Aranjuez, D1
-17.363681,-66.129659, Calle Baptista #1854, Mesadilla, D1
-17.364573,-66.119598, Calle Bolívar #1855, Queru Queru, D1
-17.364721,-66.134548, Calle Sucre #1856, Aranjuez, D1
-17.367338,-66.131241, Av. Ayacucho #1857, Mesadilla, D1
-17.379020,-66.128995, Calle Aroma #1858, Queru Queru, D1
-17.372865,-66.132481, Calle Baptista #1859, Aranjuez, D1
-17.365995,-66.127314, Calle Bolívar #1860, Mesadilla, D1
-17.365425,-66.140112, Calle Sucre #1861, Queru Queru, D1
-17.367176,-66.124508, Av. Ayacucho #1862, Aranjuez, D1
-17.363982,-66.147318, Calle Aroma #1863, Mesadilla, D1
-17.372695,-66.115247, Calle Baptista #1864, Queru Queru, D1
-17.365085,-66.117786, Calle Bolívar #1865, Aranjuez, D1
-17.366111,-66.132360, Calle Sucre #1866, Mesadilla, D1
-17.372166,-66.133670, Av. Ayacucho #1867, Queru Queru, D1
-17.373321,-66.118731, Calle Aroma #1868, Aranjuez, D1
-17.371398,-66.135137, Calle Baptista #1869, Mesadilla, D1
-17.379523,-66.122222, Calle Bolívar #1870, Queru Queru, D1
-17.366480,-66.127425, Calle Sucre #1871, Aranjuez, D1
-17.366597,-66.121966, Av. Ayacucho #1872, Mesadilla, D1
-17.368496,-66.114123, Calle Aroma #1873, Queru Queru, D1
-17.368676,-66.120118, Calle Baptista #1874, Aranjuez, D1
-17.366675,-66.123098, Calle Bolívar #1875, Mesadilla, D1
-17.369581,-66.126725, Calle Sucre #1876, Queru Queru, D1
-17.376144,-66.127321, Av. Ayacucho #1877, Aranjuez, D1
-17.369808,-66.112115, Calle Aroma #1878, Mesadilla, D1
-17.374538,-66.113214, Calle Baptista #1879, Queru Queru, D1
-17.368501,-66.111052, Calle Bolívar #1880, Aranjuez, D1
-17.373710,-66.125655, Calle Sucre #1881, Mesadilla, D1
-17.363155,-66.145445, Av. Ayacucho #1882, Queru Queru, D1
-17.368110,-66.140701, Calle Aroma #1883, Aranjuez, D1
-17.366580,-66.129208, Calle Baptista #1884, Mesadilla, D1
-17.362744,-66.149315, Calle Bolívar #1885, Queru Queru, D1
-17.376085,-66.116012, Calle Sucre #1886, Aranjuez, D1
-17.364599,-66.125197, Av. Ayacucho #1887, Mesadilla, D1
-17.365783,-66.136536, Calle Aroma #1888, Queru Queru, D1
-17.361133,-66.147808, Calle Baptista #1889, Aranjuez, D1
-17.377660,-66.121345, Calle Bolívar #1890, Mesadilla, D1
-17.372937,-66.124069, Calle Sucre #1891, Queru Queru, D1
-17.378562,-66.121687, Av. Ayacucho #1892, Aranjuez, D1
-17.365572,-66.132480, Calle Aroma #1893, Mesadilla, D1
-17.371029,-66.122581, Calle Baptista #1894, Queru Queru, D1
-17.368707,-66.113376, Calle Bolívar #1895, Aranjuez, D1
-17.361044,-66.149254, Calle Sucre #1896, Mesadilla, D1
-17.377118,-66.118665, Av. Ayacucho #1897, Queru Queru, D1
-17.367593,-66.127146, Calle Aroma #1898, Aranjuez, D1
-17.369224,-66.114828, Calle Baptista #1899, Mesadilla, D1
-17.367070,-66.142521, Calle Bolívar #1900, Queru Queru, D1
-17.365107,-66.136330, Calle Sucre #1901, Aranjuez, D1
-17.374718,-66.128960, Av. Ayacucho #1902, Mesadilla, D1
-17.366246,-66.108667, Calle Aroma #1903, Queru Queru, D1
-17.372122,-66.124184, Calle Baptista #1904, Aranjuez, D1
-17.361428,-66.148691, Calle Bolívar #1905, Mesadilla, D1
-17.377241,-66.122653, Calle Sucre #1906, Queru Queru, D1
-17.364774,-66.119462, Av. Ayacucho #1907, Aranjuez, D1
-17.358891,-66.146837, Calle Aroma #1908, Mesadilla, D1
-17.363867,-66.137358, Calle Baptista #1909, Queru Queru, D1
-17.377456,-66.117776, Calle Bolívar #1910, Aranjuez, D1
-17.366105,-66.147010, Calle Sucre #1911, Mesadilla, D1
-17.364894,-66.126295, Av. Ayacucho #1912, Queru Queru, D1
-17.362274,-66.144350, Calle Aroma #1913, Aranjuez, D1
-17.380212,-66.124514, Calle Baptista #1914, Mesadilla, D1
-17.358411,-66.147641, Calle Bolívar #1915, Queru Queru, D1
-17.366721,-66.112940, Calle Sucre #1916, Aranjuez, D1
-17.363110,-66.130781, Av. Ayacucho #1917, Mesadilla, D1
-17.368831,-66.120807, Calle Aroma #1918, Queru Queru, D1
-17.365201,-66.135890, Calle Baptista #1919, Aranjuez, D1
-17.376990,-66.122655, Calle Bolívar #1920, Mesadilla, D1
-17.371226,-66.121085, Calle Sucre #1921, Queru Queru, D1
-17.366419,-66.139209, Av. Ayacucho #1922, Aranjuez, D1
-17.371109,-66.124632, Calle Aroma #1923, Mesadilla, D1
-17.372506,-66.117686, Calle Baptista #1924, Queru Queru, D1
-17.370778,-66.114834, Calle Bolívar #1925, Aranjuez, D1
-17.364106,-66.122141, Calle Sucre #1926, Mesadilla, D1
-17.369653,-66.137858, Av. Ayacucho #1927, Queru Queru, D1
-17.374091,-66.117765, Calle Aroma #1928, Aranjuez, D1
-17.361267,-66.150008, Calle Baptista #1929, Mesadilla, D1
-17.361171,-66.148168, Calle Bolívar #1930, Queru Queru, D1
-17.370749,-66.137642, Calle Sucre #1931, Aranjuez, D1
-17.367848,-66.135702, Av. Ayacucho #1932, Mesadilla, D1
-17.377675,-66.122173, Calle Aroma #1933, Queru Queru, D1
-17.363183,-66.121594, Calle Baptista #1934, Aranjuez, D1
-17.364451,-66.133361, Calle Bolívar #1935, Mesadilla, D1
-17.360261,-66.147897, Calle Sucre #1936, Queru Queru, D1
-17.365315,-66.132769, Av. Ayacucho #1937, Aranjuez, D1
-17.368841,-66.138889, Calle Aroma #1938, Mesadilla, D1
-17.370757,-66.132241, Calle Baptista #1939, Queru Queru, D1
-17.371568,-66.136648, Calle Bolívar #1940, Aranjuez, D1
-17.372994,-66.127380, Calle Sucre #1941, Mesadilla, D1
-17.370898,-66.118066, Av. Ayacucho #1942, Queru Queru, D1
-17.361759,-66.149106, Calle Aroma #1943, Aranjuez, D1
-17.365820,-66.126492, Calle Baptista #1944, Mesadilla, D1
-17.367716,-66.131677, Calle Bolívar #1945, Queru Queru, D1
-17.366560,-66.138636, Calle Sucre #1946, Aranjuez, D1
-17.366255,-66.119569, Av. Ayacucho #1947, Mesadilla, D1
-17.365564,-66.137121, Calle Aroma #1948, Queru Queru, D1
-17.374521,-66.114887, Calle Baptista #1949, Aranjuez, D1
-17.369017,-66.136404, Calle Bolívar #1950, Mesadilla, D1
-17.366148,-66.126336, Calle Sucre #1951, Queru Queru, D1
-17.362371,-66.141810, Av. Ayacucho #1952, Aranjuez, D1
-17.363549,-66.122061, Calle Aroma #1953, Mesadilla, D1
-17.365389,-66.139103, Calle Baptista #1954, Queru Queru, D1
-17.366190,-66.147014, Calle Bolívar #1955, Aranjuez, D1
-17.375093,-66.122327, Calle Sucre #1956, Mesadilla, D1
-17.366751,-66.117510, Av. Ayacucho #1957, Queru Queru, D1
-17.371003,-66.119363, Calle Aroma #1958, Aranjuez, D1
-17.380012,-66.124511, Calle Baptista #1959, Mesadilla, D1
-17.367044,-66.130976, Calle Bolívar #1960, Queru Queru, D1
-17.363034,-66.128730, Calle Sucre #1961, Aranjuez, D1
-17.372569,-66.125859, Av. Ayacucho #1962, Mesadilla, D1
-17.376531,-66.124444, Calle Aroma #1963, Queru Queru, D1
-17.364042,-66.136669, Calle Baptista #1964, Aranjuez, D1
-17.368995,-66.122719, Calle Bolívar #1965, Mesadilla, D1
-17.363193,-66.133924, Calle Sucre #1966, Queru Queru, D1
-17.364473,-66.119445, Av. Ayacucho #1967, Aranjuez, D1
-17.363962,-66.131073, Calle Aroma #1968, Mesadilla, D1
-17.377213,-66.117891, Calle Baptista #1969, Queru Queru, D1
-17.374662,-66.125105, Calle Bolívar #1970, Aranjuez, D1
-17.366642,-66.136854, Calle Sucre #1971, Mesadilla, D1
-17.365487,-66.129377, Av. Ayacucho #1972, Queru Queru, D1
-17.375382,-66.124097, Calle Aroma #1973, Aranjuez, D1
-17.371802,-66.115199, Calle Baptista #1974, Mesadilla, D1
-17.364993,-66.121402, Calle Bolívar #1975, Queru Queru, D1
-17.366855,-66.147864, Calle Sucre #1976, Aranjuez, D1
-17.364336,-66.119091, Av. Ayacucho #1977, Mesadilla, D1
-17.367264,-66.131888, Calle Aroma #1978, Queru Queru, D1
-17.373681,-66.122777, Calle Baptista #1979, Aranjuez, D1
-17.366474,-66.116337, Calle Bolívar #1980, Mesadilla, D1
-17.379362,-66.127961, Calle Sucre #1981, Queru Queru, D1
-17.366347,-66.111025, Av. Ayacucho #1982, Aranjuez, D1
-17.364135,-66.144801, Calle Aroma #1983, Mesadilla, D1
-17.362684,-66.135586, Calle Baptista #1984, Queru Queru, D1
-17.375650,-66.128666, Calle Bolívar #1985, Aranjuez, D1
-17.376583,-66.115798, Calle Sucre #1986, Mesadilla, D1
-17.365361,-66.139848, Av. Ayacucho #1987, Queru Queru, D1
-17.369712,-66.114788, Calle Aroma #1988, Aranjuez, D1
-17.372943,-66.130248, Calle Baptista #1989, Mesadilla, D1
-17.369513,-66.128928, Calle Bolívar #1990, Queru Queru, D1
-17.370101,-66.137035, Calle Sucre #1991, Aranjuez, D1
-17.375804,-66.123334, Av. Ayacucho #1992, Mesadilla, D1
-17.378454,-66.121497, Calle Aroma #1993, Queru Queru, D1
-17.370122,-66.123267, Calle Baptista #1994, Aranjuez, D1
-17.369749,-66.141342, Calle Bolívar #1995, Mesadilla, D1
-17.374596,-66.115146, Calle Sucre #1996, Queru Queru, D1
-17.368110,-66.135065, Av. Ayacucho #1997, Aranjuez, D1
-17.361603,-66.135735, Calle Aroma #1998, Mesadilla, D1
-17.374832,-66.127480, Calle Baptista #1999, Queru Queru, D1
-17.363055,-66.133412, Calle Bolívar #2000, Aranjuez, D1
-17.366769,-66.116850, Calle Sucre #2001, Mesadilla, D1
-17.364620,-66.132426, Av. Ayacucho #2002, Queru Queru, D1
-17.368895,-66.132361, Calle Aroma #2003, Aranjuez, D1
-17.374593,-66.124013, Calle Baptista #2004, Mesadilla, D1
-17.370916,-66.121704, Calle Bolívar #2005, Queru Queru, D1
-17.366030,-66.147818, Calle Sucre #2006, Aranjuez, D1
-17.367678,-66.141525, Av. Ayacucho #2007, Mesadilla, D1
-17.366583,-66.134827, Calle Aroma #2008, Queru Queru, D1
-17.365691,-66.129346, Calle Baptista #2009, Aranjuez, D1
-17.374215,-66.115048, Calle Bolívar #2010, Mesadilla, D1
-17.365786,-66.129904, Calle Sucre #2011, Queru Queru, D1
-17.369912,-66.119713, Av. Ayacucho #2012, Aranjuez, D1
-17.371175,-66.122453, Calle Aroma #2013, Mesadilla, D1
-17.363661,-66.130317, Calle Baptista #2014, Queru Queru, D1
-17.374090,-66.113777, Calle Bolívar #2015, Aranjuez, D1
-17.364287,-66.118618, Calle Sucre #2016, Mesadilla, D1
-17.371900,-66.127320, Av. Ayacucho #2017, Queru Queru, D1
-17.369184,-66.113328, Calle Aroma #2018, Aranjuez, D1
-17.368366,-66.122978, Calle Baptista #2019, Mesadilla, D1
-17.369249,-66.132354, Calle Bolívar #2020, Queru Queru, D1
-17.371541,-66.127562, Calle Sucre #2021, Aranjuez, D1
-17.371977,-66.116232, Av. Ayacucho #2022, Mesadilla, D1
-17.371841,-66.113325, Calle Aroma #2023, Queru Queru, D1
-17.367918,-66.124570, Calle Baptista #2024, Aranjuez, D1
-17.367968,-66.129119, Calle Bolívar #2025, Mesadilla, D1
-17.369758,-66.137763, Calle Sucre #2026, Queru Queru, D1
-17.366861,-66.141734, Av. Ayacucho #2027, Aranjuez, D1
-17.371119,-66.112752, Calle Aroma #2028, Mesadilla, D1
-17.369493,-66.136832, Calle Baptista #2029, Queru Queru, D1
-17.375297,-66.129020, Calle Bolívar #2030, Aranjuez, D1
-17.364890,-66.131490, Calle Sucre #2031, Mesadilla, D1
-17.373086,-66.131272, Av. Ayacucho #2032, Queru Queru, D1
-17.377854,-66.128981, Calle Aroma #2033, Aranjuez, D1
-17.374302,-66.130299, Calle Baptista #2034, Mesadilla, D1
-17.364064,-66.124889, Calle Bolívar #2035, Queru Queru, D1
-17.375095,-66.124623, Calle Sucre #2036, Aranjuez, D1
-17.365825,-66.109712, Av. Ayacucho #2037, Mesadilla, D1
-17.367589,-66.128924, Calle Aroma #2038, Queru Queru, D1
-17.363483,-66.130340, Calle Baptista #2039, Aranjuez, D1
-17.379659,-66.124506, Calle Bolívar #2040, Mesadilla, D1
-17.369612,-66.117316, Calle Sucre #2041, Queru Queru, D1
-17.370367,-66.138114, Av. Ayacucho #2042, Aranjuez, D1
-17.374474,-66.127441, Calle Aroma #2043, Mesadilla, D1
-17.371565,-66.135385, Calle Baptista #2044, Queru Queru, D1
-17.360959,-66.143291, Calle Bolívar #2045, Aranjuez, D1
-17.372152,-66.122338, Calle Sucre #2046, Mesadilla, D1
-17.364859,-66.136209, Av. Ayacucho #2047, Queru Queru, D1
-17.374808,-66.115660, Calle Aroma #2048, Aranjuez, D1
-17.375928,-66.114078, Calle Baptista #2049, Mesadilla, D1
-17.370735,-66.112904, Calle Bolívar #2050, Queru Queru, D1
-17.367903,-66.129493, Calle Sucre #2051, Aranjuez, D1
-17.368273,-66.111346, Av. Ayacucho #2052, Mesadilla, D1
-17.365084,-66.122733, Calle Aroma #2053, Queru Queru, D1
-17.364814,-66.106772, Calle Baptista #2054, Aranjuez, D1
-17.372953,-66.119393, Calle Bolívar #2055, Mesadilla, D1
