-17.372714,-66.182021, Calle Tarija #100, Sarco, D3
-17.352596,-66.202017, Calle Monseñor Rivero #2653, Sarco, D3
-17.362407,-66.194004, Calle Adela Zamudio #2654, Sarcobamba, D3
-17.378539,-66.203416, Calle Tarija #2655, Villa Busch, D3
-17.372369,-66.180796, Calle Colón #2656, Sarco, D3
-17.357751,-66.197077, Av. América #2657, Sarcobamba, D3
-17.363564,-66.193500, Calle Monseñor Rivero #2658, Villa Busch, D3
-17.390970,-66.192819, Calle Adela Zamudio #2659, Sarco, D3
-17.363631,-66.202774, Calle Tarija #2660, Sarcobamba, D3
-17.371904,-66.183623, Calle Colón #2661, Villa Busch, D3
-17.381390,-66.183483, Av. América #2662, Sarco, D3
-17.391438,-66.192939, Calle Monseñor Rivero #2663, Sarcobamba, D3
-17.351528,-66.199409, Calle Adela Zamudio #2664, Villa Busch, D3
-17.366597,-66.190082, Calle Tarija #2665, Sarco, D3
-17.388591,-66.182229, Calle Colón #2666, Sarcobamba, D3
-17.357388,-66.190282, Av. América #2667, Villa Busch, D3
-17.369543,-66.177489, Calle Monseñor Rivero #2668, Sarco, D3
-17.367060,-66.176443, Calle Adela Zamudio #2669, Sarcobamba, D3
-17.363320,-66.185925, Calle Tarija #2670, Villa Busch, D3
-17.378118,-66.205948, Calle Colón #2671, Sarco, D3
-17.382621,-66.178528, Av. América #2672, Sarcobamba, D3
-17.355599,-66.199074, Calle Monseñor Rivero #2673, Villa Busch, D3
-17.364705,-66.191792, Calle Adela Zamudio #2674, Sarco, D3
-17.367749,-66.204212, Calle Tarija #2675, Sarcobamba, D3
-17.378253,-66.198937, Calle Colón #2676, Villa Busch, D3
-17.384680,-66.195827, Av. América #2677, Sarco, D3
-17.379803,-66.199259, Calle Monseñor Rivero #2678, Sarcobamba, D3
-17.379665,-66.198687, Calle Adela Zamudio #2679, Villa Busch, D3
-17.386935,-66.189583, Calle Tarija #2680, Sarco, D3
-17.376908,-66.183895, Calle Colón #2681, Sarcobamba, D3
-17.350435,-66.199697, Av. América #2682, Villa Busch, D3
-17.376274,-66.199015, Calle Monseñor Rivero #2683, Sarco, D3
-17.389378,-66.185076, Calle Adela Zamudio #2684, Sarcobamba, D3
-17.361335,-66.185381, Calle Tarija #2685, Villa Busch, D3
-17.378535,-66.186662, Calle Colón #2686, Sarco, D3
-17.385967,-66.180441, Av. América #2687, Sarcobamba, D3
-17.362637,-66.193829, Calle Monseñor Rivero #2688, Villa Busch, D3
-17.365975,-66.185235, Calle Adela Zamudio #2689, Sarco, D3
-17.358724,-66.195323, Calle Tarija #2690, Sarcobamba, D3
-17.363809,-66.195577, Calle Colón #2691, Villa Busch, D3
-17.387289,-66.186618, Av. América #2692, Sarco, D3
-17.364752,-66.197779, Calle Monseñor Rivero #2693, Sarcobamba, D3
-17.357972,-66.193891, Calle Adela Zamudio #2694, Villa Busch, D3
-17.380020,-66.197163, Calle Tarija #2695, Sarco, D3
-17.357427,-66.192751, Calle Colón #2696, Sarcobamba, D3
-17.382614,-66.182093, Av. América #2697, Villa Busch, D3
-17.361333,-66.185149, Calle Monseñor Rivero #2698, Sarco, D3
-17.362176,-66.204265, Calle Adela Zamudio #2699, Sarcobamba, D3
-17.372060,-66.195454, Calle Tarija #2700, Villa Busch, D3
-17.369574,-66.187395, Calle Colón #2701, Sarco, D3
-17.372622,-66.179308, Av. América #2702, Sarcobamba, D3
-17.364596,-66.189132, Calle Monseñor Rivero #2703, Villa Busch, D3
-17.375694,-66.192713, Calle Adela Zamudio #2704, Sarco, D3
-17.374349,-66.187916, Calle Tarija #2705, Sarcobamba, D3
-17.378424,-66.197750, Calle Colón #2706, Villa Busch, D3
-17.378546,-66.203943, Av. América #2707, Sarco, D3
-17.385467,-66.190579, Calle Monseñor Rivero #2708, Sarcobamba, D3
-17.380206,-66.195432, Calle Adela Zamudio #2709, Villa Busch, D3
-17.374888,-66.192794, Calle Tarija #2710, Sarco, D3
-17.356088,-66.189548, Calle Colón #2711, Sarcobamba, D3
-17.357979,-66.202922, Av. América #2712, Villa Busch, D3
-17.371827,-66.187521, Calle Monseñor Rivero #2713, Sarco, D3
-17.385380,-66.190524, Calle Adela Zamudio #2714, Sarcobamba, D3
-17.379904,-66.201121, Calle Tarija #2715, Villa Busch, D3
-17.386037,-66.186686, Calle Colón #2716, Sarco, D3
-17.376944,-66.203484, Av. América #2717, Sarcobamba, D3
-17.353815,-66.202638, Calle Monseñor Rivero #2718, Villa Busch, D3
-17.364082,-66.201236, Calle Adela Zamudio #2719, Sarco, D3
-17.356114,-66.193589, Calle Tarija #2720, Sarcobamba, D3
-17.355676,-66.197531, Calle Colón #2721, Villa Busch, D3
-17.374220,-66.194284, Av. América #2722, Sarco, D3
-17.374244,-66.179174, Calle Monseñor Rivero #2723, Sarcobamba, D3
-17.371446,-66.185081, Calle Adela Zamudio #2724, Villa Busch, D3
-17.367182,-66.180206, Calle Tarija #2725, Sarco, D3
-17.367680,-66.193277, Calle Colón #2726, Sarcobamba, D3
-17.392388,-66.182937, Av. América #2727, Villa Busch, D3
-17.377198,-66.196905, Calle Monseñor Rivero #2728, Sarco, D3
-17.361050,-66.186482, Calle Adela Zamudio #2729, Sarcobamba, D3
-17.386571,-66.187907, Calle Tarija #2730, Villa Busch, D3
-17.370601,-66.202174, Calle Colón #2731, Sarco, D3
-17.379787,-66.184784, Av. América #2732, Sarcobamba, D3
-17.372758,-66.195103, Calle Monseñor Rivero #2733, Villa Busch, D3
-17.357362,-66.197752, Calle Adela Zamudio #2734, Sarco, D3
-17.377317,-66.185033, Calle Tarija #2735, Sarcobamba, D3
-17.383390,-66.185063, Calle Colón #2736, Villa Busch, D3
-17.377158,-66.198776, Av. América #2737, Sarco, D3
-17.367331,-66.197549, Calle Monseñor Rivero #2738, Sarcobamba, D3
-17.367591,-66.186127, Calle Adela Zamudio #2739, Villa Busch, D3
-17.379526,-66.179899, Calle Tarija #2740, Sarco, D3
-17.379611,-66.182203, Calle Colón #2741, Sarcobamba, D3
-17.367090,-66.191750, Av. América #2742, Villa Busch, D3
-17.380558,-66.182085, Calle Monseñor Rivero #2743, Sarco, D3
-17.362738,-66.183725, Calle Adela Zamudio #2744, Sarcobamba, D3
-17.373854,-66.188068, Calle Tarija #2745, Villa Busch, D3
-17.376004,-66.182354, Calle Colón #2746, Sarco, D3
-17.362105,-66.182495, Av. América #2747, Sarcobamba, D3
-17.377751,-66.192701, Calle Monseñor Rivero #2748, Villa Busch, D3
-17.368339,-66.181079, Calle Adela Zamudio #2749, Sarco, D3
-17.360611,-66.188136, Calle Tarija #2750, Sarcobamba, D3
-17.377604,-66.196336, Calle Colón #2751, Villa Busch, D3
-17.355348,-66.190441, Av. América #2752, Sarco, D3
-17.356421,-66.190270, Calle Monseñor Rivero #2753, Sarcobamba, D3
-17.377700,-66.192913, Calle Adela Zamudio #2754, Villa Busch, D3
-17.382090,-66.177153, Calle Tarija #2755, Sarco, D3
-17.381498,-66.187925, Calle Colón #2756, Sarcobamba, D3
-17.374536,-66.198293, Av. América #2757, Villa Busch, D3
-17.371452,-66.206249, Calle Monseñor Rivero #2758, Sarco, D3
-17.366005,-66.185990, Calle Adela Zamudio #2759, Sarcobamba, D3
-17.370565,-66.200496, Calle Tarija #2760, Villa Busch, D3
-17.369623,-66.180377, Calle Colón #2761, Sarco, D3
-17.384590,-66.179129, Av. América #2762, Sarcobamba, D3
-17.387260,-66.189981, Calle Monseñor Rivero #2763, Villa Busch, D3
-17.357910,-66.192769, Calle Adela Zamudio #2764, Sarco, D3
-17.350712,-66.197398, Calle Tarija #2765, Sarcobamba, D3
-17.354389,-66.193596, Calle Colón #2766, Villa Busch, D3
-17.368759,-66.191715, Av. América #2767, Sarco, D3
-17.368737,-66.197778, Calle Monseñor Rivero #2768, Sarcobamba, D3
-17.355223,-66.200126, Calle Adela Zamudio #2769, Villa Busch, D3
-17.390981,-66.186477, Calle Tarija #2770, Sarco, D3
-17.391168,-66.191547, Calle Colón #2771, Sarcobamba, D3
-17.391791,-66.191830, Av. América #2772, Villa Busch, D3
-17.380268,-66.197802, Calle Monseñor Rivero #2773, Sarco, D3
-17.370126,-66.202758, Calle Adela Zamudio #2774, Sarcobamba, D3
-17.372982,-66.205685, Calle Tarija #2775, Villa Busch, D3
-17.377796,-66.198964, Calle Colón #2776, Sarco, D3
-17.392143,-66.187907, Av. América #2777, Sarcobamba, D3
-17.362436,-66.198099, Calle Monseñor Rivero #2778, Villa Busch, D3
-17.369717,-66.180102, Calle Adela Zamudio #2779, Sarco, D3
-17.370227,-66.184223, Calle Tarija #2780, Sarcobamba, D3
-17.377650,-66.197224, Calle Colón #2781, Villa Busch, D3
-17.377461,-66.201242, Av. América #2782, Sarco, D3
-17.361162,-66.194593, Calle Monseñor Rivero #2783, Sarcobamba, D3
-17.363550,-66.196353, Calle Adela Zamudio #2784, Villa Busch, D3
-17.380464,-66.193158, Calle Tarija #2785, Sarco, D3
-17.377905,-66.185482, Calle Colón #2786, Sarcobamba, D3
-17.379126,-66.185128, Av. América #2787, Villa Busch, D3
-17.351191,-66.201238, Calle Monseñor Rivero #2788, Sarco, D3
-17.380445,-66.195757, Calle Adela Zamudio #2789, Sarcobamba, D3
-17.359475,-66.191477, Calle Tarija #2790, Villa Busch, D3
-17.357434,-66.188266, Calle Colón #2791, Sarco, D3
-17.374404,-66.203149, Av. América #2792, Sarcobamba, D3
-17.360816,-66.184235, Calle Monseñor Rivero #2793, Villa Busch, D3
-17.366476,-66.189355, Calle Adela Zamudio #2794, Sarco, D3
-17.380021,-66.180783, Calle Tarija #2795, Sarcobamba, D3
-17.376915,-66.206184, Calle Colón #2796, Villa Busch, D3
-17.367119,-66.177437, Av. América #2797, Sarco, D3
-17.373291,-66.199905, Calle Monseñor Rivero #2798, Sarcobamba, D3
-17.360332,-66.190439, Calle Adela Zamudio #2799, Villa Busch, D3
-17.360115,-66.196514, Calle Tarija #2800, Sarco, D3
-17.356547,-66.202842, Calle Colón #2801, Sarcobamba, D3
-17.386793,-66.192789, Av. América #2802, Villa Busch, D3
-17.378532,-66.177664, Calle Monseñor Rivero #2803, Sarco, D3
-17.383157,-66.190861, Calle Adela Zamudio #2804, Sarcobamba, D3
-17.366599,-66.205231, Calle Tarija #2805, Villa Busch, D3
-17.386998,-66.193389, Calle Colón #2806, Sarco, D3
-17.365801,-66.188172, Av. América #2807, Sarcobamba, D3
-17.369317,-66.187012, Calle Monseñor Rivero #2808, Villa Busch, D3
-17.357589,-66.195791, Calle Adela Zamudio #2809, Sarco, D3
-17.360728,-66.202943, Calle Tarija #2810, Sarcobamba, D3
-17.369979,-66.204120, Calle Colón #2811, Villa Busch, D3
-17.388268,-66.190351, Av. América #2812, Sarco, D3
-17.361858,-66.192107, Calle Monseñor Rivero #2813, Sarcobamba, D3
-17.370549,-66.187702, Calle Adela Zamudio #2814, Villa Busch, D3
-17.380981,-66.188644, Calle Tarija #2815, Sarco, D3
-17.362770,-66.187819, Calle Colón #2816, Sarcobamba, D3
-17.372638,-66.184192, Av. América #2817, Villa Busch, D3
-17.365547,-66.179313, Calle Monseñor Rivero #2818, Sarco, D3
-17.383736,-66.195565, Calle Adela Zamudio #2819, Sarcobamba, D3
-17.375585,-66.199261, Calle Tarija #2820, Villa Busch, D3
-17.380276,-66.183873, Calle Colón #2821, Sarco, D3
-17.377638,-66.205542, Av. América #2822, Sarcobamba, D3
-17.380142,-66.195644, Calle Monseñor Rivero #2823, Villa Busch, D3
-17.371694,-66.206277, Calle Adela Zamudio #2824, Sarco, D3
-17.372037,-66.203848, Calle Tarija #2825, Sarcobamba, D3
-17.355358,-66.188516, Calle Colón #2826, Villa Busch, D3
-17.362809,-66.191721, Av. América #2827, Sarco, D3
-17.359638,-66.192443, Calle Monseñor Rivero #2828, Sarcobamba, D3
-17.363479,-66.187673, Calle Adela Zamudio #2829, Villa Busch, D3
-17.360080,-66.189894, Calle Tarija #2830, Sarco, D3
-17.376250,-66.189235, Calle Colón #2831, Sarcobamba, D3
-17.372325,-66.196529, Av. América #2832, Villa Busch, D3
-17.385709,-66.181142, Calle Monseñor Rivero #2833, Sarco, D3
-17.379785,-66.180076, Calle Adela Zamudio #2834, Sarcobamba, D3
-17.370347,-66.193855, Calle Tarija #2835, Villa Busch, D3
-17.388394,-66.184617, Calle Colón #2836, Sarco, D3
-17.369086,-66.196985, Av. América #2837, Sarcobamba, D3
-17.366509,-66.204352, Calle Monseñor Rivero #2838, Villa Busch, D3
-17.382194,-66.192915, Calle Adela Zamudio #2839, Sarco, D3
-17.376409,-66.194978, Calle Tarija #2840, Sarcobamba, D3
-17.378387,-66.190636, Calle Colón #2841, Villa Busch, D3
-17.379532,-66.192839, Av. América #2842, Sarco, D3
-17.368166,-66.201967, Calle Monseñor Rivero #2843, Sarcobamba, D3
-17.354413,-66.199301, Calle Adela Zamudio #2844, Villa Busch, D3
-17.367438,-66.204682, Calle Tarija #2845, Sarco, D3
-17.367708,-66.198965, Calle Colón #2846, Sarcobamba, D3
-17.382691,-66.188822, Av. América #2847, Villa Busch, D3
-17.376306,-66.182351, Calle Monseñor Rivero #2848, Sarco, D3
-17.375524,-66.189093, Calle Adela Zamudio #2849, Sarcobamba, D3
-17.358017,-66.196081, Calle Tarija #2850, Villa Busch, D3
-17.369549,-66.200455, Calle Colón #2851, Sarco, D3
-17.380544,-66.181001, Av. América #2852, Sarcobamba, D3
-17.383971,-66.193040, Calle Monseñor Rivero #2853, Villa Busch, D3
-17.360801,-66.195110, Calle Adela Zamudio #2854, Sarco, D3
-17.364754,-66.186605, Calle Tarija #2855, Sarcobamba, D3
-17.382588,-66.195890, Calle Colón #2856, Villa Busch, D3
-17.387380,-66.187512, Av. América #2857, Sarco, D3
-17.370546,-66.182405, Calle Monseñor Rivero #2858, Sarcobamba, D3
-17.386537,-66.183769, Calle Adela Zamudio #2859, Villa Busch, D3
-17.350369,-66.195811, Calle Tarija #2860, Sarco, D3
-17.379492,-66.204430, Calle Colón #2861, Sarcobamba, D3
-17.384693,-66.183129, Av. América #2862, Villa Busch, D3
-17.360469,-66.188743, Calle Monseñor Rivero #2863, Sarco, D3
-17.372515,-66.197310, Calle Adela Zamudio #2864, Sarcobamba, D3
-17.370274,-66.196717, Calle Tarija #2865, Villa Busch, D3
-17.363118,-66.199205, Calle Colón #2866, Sarco, D3
-17.367158,-66.191355, Av. América #2867, Sarcobamba, D3
-17.378238,-66.199041, Calle Monseñor Rivero #2868, Villa Busch, D3
-17.387253,-66.187629, Calle Adela Zamudio #2869, Sarco, D3
-17.374564,-66.182552, Calle Tarija #2870, Sarcobamba, D3
-17.350347,-66.199736, Calle Colón #2871, Villa Busch, D3
-17.383873,-66.193735, Av. América #2872, Sarco, D3
-17.374868,-66.188026, Calle Monseñor Rivero #2873, Sarcobamba, D3
-17.374865,-66.190257, Calle Adela Zamudio #2874, Villa Busch, D3
-17.354521,-66.194335, Calle Tarija #2875, Sarco, D3
-17.363358,-66.184901, Calle Colón #2876, Sarcobamba, D3
-17.380623,-66.204442, Av. América #2877, Villa Busch, D3
-17.361914,-66.187776, Calle Monseñor Rivero #2878, Sarco, D3
-17.384503,-66.195927, Calle Adela Zamudio #2879, Sarcobamba, D3
-17.364753,-66.198449, Calle Tarija #2880, Villa Busch, D3
-17.373141,-66.181193, Calle Colón #2881, Sarco, D3
-17.376096,-66.203965, Av. América #2882, Sarcobamba, D3
-17.350191,-66.195505, Calle Monseñor Rivero #2883, Villa Busch, D3
-17.377220,-66.194987, Calle Adela Zamudio #2884, Sarco, D3
-17.382670,-66.179586, Calle Tarija #2885, Sarcobamba, D3
-17.356702,-66.188315, Calle Colón #2886, Villa Busch, D3
-17.357207,-66.202643, Av. América #2887, Sarco, D3
-17.386779,-66.183450, Calle Monseñor Rivero #2888, Sarcobamba, D3
-17.376065,-66.181748, Calle Adela Zamudio #2889, Villa Busch, D3
-17.388068,-66.185512, Calle Tarija #2890, Sarco, D3
-17.352208,-66.198905, Calle Colón #2891, Sarcobamba, D3
-17.365473,-66.199303, Av. América #2892, Villa Busch, D3
-17.379262,-66.199564, Calle Monseñor Rivero #2893, Sarco, D3
-17.364852,-66.202125, Calle Adela Zamudio #2894, Sarcobamba, D3
-17.379859,-66.206019, Calle Tarija #2895, Villa Busch, D3
-17.369657,-66.186079, Calle Colón #2896, Sarco, D3
-17.373461,-66.186992, Av. América #2897, Sarcobamba, D3
-17.363399,-66.200040, Calle Monseñor Rivero #2898, Villa Busch, D3
-17.379654,-66.189817, Calle Adela Zamudio #2899, Sarco, D3
-17.361678,-66.184495, Calle Tarija #2900, Sarcobamba, D3
-17.373750,-66.186838, Calle Colón #2901, Villa Busch, D3
-17.362935,-66.190292, Av. América #2902, Sarco, D3
-17.389211,-66.189394, Calle Monseñor Rivero #2903, Sarcobamba, D3
-17.374413,-66.193356, Calle Adela Zamudio #2904, Villa Busch, D3
-17.375969,-66.179352, Calle Tarija #2905, Sarco, D3
-17.356655,-66.196866, Calle Colón #2906, Sarcobamba, D3
-17.363702,-66.191891, Av. América #2907, Villa Busch, D3
-17.379910,-66.180881, Calle Monseñor Rivero #2908, Sarco, D3
-17.369332,-66.179586, Calle Adela Zamudio #2909, Sarcobamba, D3
-17.375761,-66.191119, Calle Tarija #2910, Villa Busch, D3
-17.368608,-66.182442, Calle Colón #2911, Sarco, D3
-17.373595,-66.195048, Av. América #2912, Sarcobamba, D3
-17.388483,-66.180436, Calle Monseñor Rivero #2913, Villa Busch, D3
-17.363895,-66.197591, Calle Adela Zamudio #2914, Sarco, D3
-17.367765,-66.181742, Calle Tarija #2915, Sarcobamba, D3
-17.363512,-66.189445, Calle Colón #2916, Villa Busch, D3
-17.352714,-66.193573, Av. América #2917, Sarco, D3
-17.363674,-66.198515, Calle Monseñor Rivero #2918, Sarcobamba, D3
-17.371015,-66.182690, Calle Adela Zamudio #2919, Villa Busch, D3
-17.370122,-66.178482, Calle Tarija #2920, Sarco, D3
-17.376115,-66.205180, Calle Colón #2921, Sarcobamba, D3
-17.389429,-66.182015, Av. América #2922, Villa Busch, D3
-17.375200,-66.176631, Calle Monseñor Rivero #2923, Sarco, D3
-17.389496,-66.193477, Calle Adela Zamudio #2924, Sarcobamba, D3
-17.362136,-66.198963, Calle Tarija #2925, Villa Busch, D3
-17.374483,-66.192694, Calle Colón #2926, Sarco, D3
-17.361269,-66.186642, Av. América #2927, Sarcobamba, D3
-17.372296,-66.203319, Calle Monseñor Rivero #2928, Villa Busch, D3
-17.387628,-66.193143, Calle Adela Zamudio #2929, Sarco, D3
-17.355852,-66.198863, Calle Tarija #2930, Sarcobamba, D3
-17.357219,-66.201405, Calle Colón #2931, Villa Busch, D3
-17.365986,-66.186088, Av. América #2932, Sarco, D3
-17.378902,-66.196638, Calle Monseñor Rivero #2933, Sarcobamba, D3
-17.371859,-66.180095, Calle Adela Zamudio #2934, Villa Busch, D3
-17.374682,-66.189662, Calle Tarija #2935, Sarco, D3
-17.355988,-66.196373, Calle Colón #2936, Sarcobamba, D3
-17.352582,-66.201649, Av. América #2937, Villa Busch, D3
-17.364100,-66.201377, Calle Monseñor Rivero #2938, Sarco, D3
-17.364767,-66.198029, Calle Adela Zamudio #2939, Sarcobamba, D3
-17.371813,-66.179442, Calle Tarija #2940, Villa Busch, D3
-17.384534,-66.182603, Calle Colón #2941, Sarco, D3
-17.377682,-66.203290, Av. América #2942, Sarcobamba, D3
-17.370623,-66.200168, Calle Monseñor Rivero #2943, Villa Busch, D3
-17.357184,-66.200064, Calle Adela Zamudio #2944, Sarco, D3
-17.353805,-66.200727, Calle Tarija #2945, Sarcobamba, D3
-17.378674,-66.176839, Calle Colón #2946, Villa Busch, D3
-17.367457,-66.198728, Av. América #2947, Sarco, D3
-17.362818,-66.190314, Calle Monseñor Rivero #2948, Sarcobamba, D3
-17.374541,-66.190315, Calle Adela Zamudio #2949, Villa Busch, D3
-17.367938,-66.188584, Calle Tarija #2950, Sarco, D3
-17.357964,-66.192506, Calle Colón #2951, Sarcobamba, D3
-17.370897,-66.185562, Av. América #2952, Villa Busch, D3
-17.390752,-66.189453, Calle Monseñor Rivero #2953, Sarco, D3
-17.382024,-66.186865, Calle Adela Zamudio #2954, Sarcobamba, D3
-17.357794,-66.196097, Calle Tarija #2955, Villa Busch, D3
-17.390273,-66.184512, Calle Colón #2956, Sarco, D3
-17.383541,-66.184392, Av. América #2957, Sarcobamba, D3
-17.389941,-66.187761, Calle Monseñor Rivero #2958, Villa Busch, D3
-17.374931,-66.194061, Calle Adela Zamudio #2959, Sarco, D3
-17.361255,-66.184135, Calle Tarija #2960, Sarcobamba, D3
-17.384074,-66.181712, Calle Colón #2961, Villa Busch, D3
-17.352084,-66.201330, Av. América #2962, Sarco, D3
-17.365586,-66.183595, Calle Monseñor Rivero #2963, Sarcobamba, D3
-17.366533,-66.199662, Calle Adela Zamudio #2964, Villa Busch, D3
-17.350413,-66.196333, Calle Tarija #2965, Sarco, D3
-17.370951,-66.193985, Calle Colón #2966, Sarcobamba, D3
-17.375280,-66.187973, Av. América #2967, Villa Busch, D3
-17.370381,-66.202602, Calle Monseñor Rivero #2968, Sarco, D3
-17.359661,-66.184539, Calle Adela Zamudio #2969, Sarcobamba, D3
-17.381682,-66.185462, Calle Tarija #2970, Villa Busch, D3
-17.390139,-66.181052, Calle Colón #2971, Sarco, D3
-17.359314,-66.195442, Av. América #2972, Sarcobamba, D3
-17.381516,-66.179454, Calle Monseñor Rivero #2973, Villa Busch, D3
-17.388932,-66.186108, Calle Adela Zamudio #2974, Sarco, D3
-17.376606,-66.179946, Calle Tarija #2975, Sarcobamba, D3
-17.371184,-66.204140, Calle Colón #2976, Villa Busch, D3
-17.367912,-66.204606, Av. América #2977, Sarco, D3
-17.354181,-66.195550, Calle Monseñor Rivero #2978, Sarcobamba, D3
-17.385532,-66.195477, Calle Adela Zamudio #2979, Villa Busch, D3
-17.376924,-66.178601, Calle Tarija #2980, Sarco, D3
-17.389610,-66.195141, Calle Colón #2981, Sarcobamba, D3
-17.375731,-66.192435, Av. América #2982, Villa Busch, D3
-17.376696,-66.201726, Calle Monseñor Rivero #2983, Sarco, D3
-17.363800,-66.181809, Calle Adela Zamudio #2984, Sarcobamba, D3
-17.369347,-66.195258, Calle Tarija #2985, Villa Busch, D3
-17.369511,-66.198275, Calle Colón #2986, Sarco, D3
-17.389076,-66.179652, Av. América #2987, Sarcobamba, D3
-17.376704,-66.191439, Calle Monseñor Rivero #2988, Villa Busch, D3
-17.370052,-66.198188, Calle Adela Zamudio #2989, Sarco, D3
-17.368708,-66.183172, Calle Tarija #2990, Sarcobamba, D3
-17.358276,-66.196289, Calle Colón #2991, Villa Busch, D3
-17.385791,-66.185316, Av. América #2992, Sarco, D3
-17.365343,-66.198564, Calle Monseñor Rivero #2993, Sarcobamba, D3
-17.368384,-66.181380, Calle Adela Zamudio #2994, Villa Busch, D3
-17.361945,-66.186271, Calle Tarija #2995, Sarco, D3
-17.369412,-66.186470, Calle Colón #2996, Sarcobamba, D3
-17.356131,-66.197396, Av. América #2997, Villa Busch, D3
-17.359970,-66.185781, Calle Monseñor Rivero #2998, Sarco, D3
-17.370018,-66.201461, Calle Adela Zamudio #2999, Sarcobamba, D3
-17.371805,-66.200012, Calle Tarija #3000, Villa Busch, D3
-17.374108,-66.192600, Calle Colón #3001, Sarco, D3
-17.390159,-66.186174, Av. América #3002, Sarcobamba, D3
-17.374971,-66.183308, Calle Monseñor Rivero #3003, Villa Busch, D3
-17.391805,-66.181979, Calle Adela Zamudio #3004, Sarco, D3
-17.361614,-66.199625, Calle Tarija #3005, Sarcobamba, D3
-17.360455,-66.186188, Calle Colón #3006, Villa Busch, D3
-17.354102,-66.199974, Av. América #3007, Sarco, D3
-17.373253,-66.192151, Calle Monseñor Rivero #3008, Sarcobamba, D3
-17.375395,-66.204083, Calle Adela Zamudio #3009, Villa Busch, D3
-17.387115,-66.181165, Calle Tarija #3010, Sarco, D3
-17.356901,-66.189898, Calle Colón #3011, Sarcobamba, D3
-17.383721,-66.189977, Av. América #3012, Villa Busch, D3
-17.353773,-66.199632, Calle Monseñor Rivero #3013, Sarco, D3
-17.371326,-66.196384, Calle Adela Zamudio #3014, Sarcobamba, D3
-17.388501,-66.192646, Calle Tarija #3015, Villa Busch, D3
-17.382572,-66.179089, Calle Colón #3016, Sarco, D3
-17.378586,-66.177530, Av. América #3017, Sarcobamba, D3
-17.368561,-66.203323, Calle Monseñor Rivero #3018, Villa Busch, D3
-17.391187,-66.183245, Calle Adela Zamudio #3019, Sarco, D3
-17.374126,-66.205977, Calle Tarija #3020, Sarcobamba, D3
-17.368885,-66.189957, Calle Colón #3021, Villa Busch, D3
-17.363084,-66.182068, Av. América #3022, Sarco, D3
-17.374030,-66.182430, Calle Monseñor Rivero #3023, Sarcobamba, D3
-17.382941,-66.177820, Calle Adela Zamudio #3024, Villa Busch, D3
-17.356575,-66.192699, Calle Tarija #3025, Sarco, D3
-17.372874,-66.203693, Calle Colón #3026, Sarcobamba, D3
-17.377092,-66.187101, Av. América #3027, Villa Busch, D3
-17.363579,-66.188772, Calle Monseñor Rivero #3028, Sarco, D3
-17.364906,-66.187270, Calle Adela Zamudio #3029, Sarcobamba, D3
-17.374994,-66.184667, Calle Tarija #3030, Villa Busch, D3
-17.387088,-66.193673, Calle Colón #3031, Sarco, D3
-17.379056,-66.205450, Av. América #3032, Sarcobamba, D3
-17.374388,-66.196207, Calle Monseñor Rivero #3033, Villa Busch, D3
-17.380443,-66.182143, Calle Adela Zamudio #3034, Sarco, D3
-17.382420,-66.177229, Calle Tarija #3035, Sarcobamba, D3
-17.375407,-66.185615, Calle Colón #3036, Villa Busch, D3
-17.370537,-66.176851, Av. América #3037, Sarco, D3
-17.368800,-66.193827, Calle Monseñor Rivero #3038, Sarcobamba, D3
-17.385484,-66.184870, Calle Adela Zamudio #3039, Villa Busch, D3
-17.377822,-66.202758, Calle Tarija #3040, Sarco, D3
-17.378631,-66.187739, Calle Colón #3041, Sarcobamba, D3
-17.372729,-66.183790, Av. América #3042, Villa Busch, D3
-17.357204,-66.190862, Calle Monseñor Rivero #3043, Sarco, D3
-17.355377,-66.194108, Calle Adela Zamudio #3044, Sarcobamba, D3
-17.363242,-66.182336, Calle Tarija #3045, Villa Busch, D3
-17.369816,-66.190957, Calle Colón #3046, Sarco, D3
-17.356462,-66.189430, Av. América #3047, Sarcobamba, D3
-17.379229,-66.205802, Calle Monseñor Rivero #3048, Villa Busch, D3
-17.354562,-66.197302, Calle Adela Zamudio #3049, Sarco, D3
-17.372127,-66.193398, Calle Tarija #3050, Sarcobamba, D3
-17.379841,-66.192439, Calle Colón #3051, Villa Busch, D3
-17.372224,-66.198233, Av. América #3052, Sarco, D3
-17.369907,-66.200596, Calle Monseñor Rivero #3053, Sarcobamba, D3
-17.368250,-66.177468, Calle Adela Zamudio #3054, Villa Busch, D3
-17.354590,-66.197585, Calle Tarija #3055, Sarco, D3
-17.385276,-66.184691, Calle Colón #3056, Sarcobamba, D3
-17.373277,-66.197117, Av. América #3057, Villa Busch, D3
-17.356191,-66.197472, Calle Monseñor Rivero #3058, Sarco, D3
-17.364966,-66.189091, Calle Adela Zamudio #3059, Sarcobamba, D3
-17.388908,-66.190105, Calle Tarija #3060, Villa Busch, D3
-17.377073,-66.184866, Calle Colón #3061, Sarco, D3
-17.368055,-66.199854, Av. América #3062, Sarcobamba, D3
-17.386305,-66.190359, Calle Monseñor Rivero #3063, Villa Busch, D3
-17.365338,-66.188448, Calle Adela Zamudio #3064, Sarco, D3
-17.359401,-66.197604, Calle Tarija #3065, Sarcobamba, D3
-17.381058,-66.206809, Calle Colón #3066, Villa Busch, D3
-17.359955,-66.186508, Av. América #3067, Sarco, D3
