-17.428250,-66.160547, Calle Libertad #100, Jaihuayco, D5
-17.416309,-66.175412, Calle Villarroel #1641, Lacma, D5
-17.422672,-66.173569, Calle Antezana #1642, Jaihuayco, D5
-17.422977,-66.172578, Calle Ballivián #1643, Alalay Norte, D5
-17.428154,-66.172221, Av. Petrolera #1644, Lacma, D5
-17.415371,-66.161476, Calle Libertad #1645, Jaihuayco, D5
-17.415957,-66.170777, Calle Villarroel #1646, Alalay Norte, D5
-17.425502,-66.161397, Calle Antezana #1647, Lacma, D5
-17.435500,-66.162613, Calle Ballivián #1648, Jaihuayco, D5
-17.412714,-66.173253, Av. Petrolera #1649, Alalay Norte, D5
-17.427214,-66.169147, Calle Libertad #1650, Lacma, D5
-17.437359,-66.158264, Calle Villarroel #1651, Jaihuayco, D5
-17.416277,-66.177428, Calle Antezana #1652, Alalay Norte, D5
-17.430877,-66.160888, Calle Ballivián #1653, Lacma, D5
-17.419862,-66.168810, Av. Petrolera #1654, Jaihuayco, D5
-17.414892,-66.186156, Calle Libertad #1655, Alalay Norte, D5
-17.422203,-66.162725, Calle Villarroel #1656, Lacma, D5
-17.436503,-66.157519, Calle Antezana #1657, Jaihuayco, D5
-17.416420,-66.171067, Calle Ballivián #1658, Alalay Norte, D5
-17.422385,-66.173800, Av. Petrolera #1659, Lacma, D5
-17.426837,-66.160702, Calle Libertad #1660, Jaihuayco, D5
-17.428416,-66.156376, Calle Villarroel #1661, Alalay Norte, D5
-17.425383,-66.166177, Calle Antezana #1662, Lacma, D5
-17.413705,-66.162791, Calle Ballivián #1663, Jaihuayco, D5
-17.421183,-66.169327, Av. Petrolera #1664, Alalay Norte, D5
-17.421975,-66.155228, Calle Libertad #1665, Lacma, D5
-17.418910,-66.173826, Calle Villarroel #1666, Jaihuayco, D5
-17.435156,-66.158405, Calle Antezana #1667, Alalay Norte, D5
-17.427444,-66.157394, Calle Ballivián #1668, Lacma, D5
-17.419430,-66.170013, Av. Petrolera #1669, Jaihuayco, D5
-17.435481,-66.157186, Calle Libertad #1670, Alalay Norte, D5
-17.435623,-66.161184, Calle Villarroel #1671, Lacma, D5
-17.422659,-66.156840, Calle Antezana #1672, Jaihuayco, D5
-17.414263,-66.166455, Calle Ballivián #1673, Alalay Norte, D5
-17.418675,-66.170242, Av. Petrolera #1674, Lacma, D5
-17.432302,-66.156162, Calle Libertad #1675, Jaihuayco, D5
-17.434440,-66.150822, Calle Villarroel #1676, Alalay Norte, D5
-17.428547,-66.153804, Calle Antezana #1677, Lacma, D5
-17.420398,-66.180323, Calle Ballivián #1678, Jaihuayco, D5
-17.421342,-66.176936, Av. Petrolera #1679, Alalay Norte, D5
-17.410180,-66.184721, Calle Libertad #1680, Lacma, D5
-17.429649,-66.157223, Calle Villarroel #1681, Jaihuayco, D5
-17.439828,-66.158380, Calle Antezana #1682, Alalay Norte, D5
-17.421147,-66.176888, Calle Ballivián #1683, Lacma, D5
-17.420075,-66.157851, Av. Petrolera #1684, Jaihuayco, D5
-17.428590,-66.168433, Calle Libertad #1685, Alalay Norte, D5
-17.412933,-66.163232, Calle Villarroel #1686, Lacma, D5
-17.413933,-66.161228, Calle Antezana #1687, Jaihuayco, D5
-17.410398,-66.185566, Calle Ballivián #1688, Alalay Norte, D5
-17.414894,-66.181956, Av. Petrolera #1689, Lacma, D5
-17.426356,-66.160043, Calle Libertad #1690, Jaihuayco, D5
-17.424035,-66.169158, Calle Villarroel #1691, Alalay Norte, D5
-17.416566,-66.166819, Calle Antezana #1692, Lacma, D5
-17.411593,-66.170322, Calle Ballivián #1693, Jaihuayco, D5
-17.439485,-66.156102, Av. Petrolera #1694, Alalay Norte, D5
-17.430651,-66.166923, Calle Libertad #1695, Lacma, D5
-17.411866,-66.182393, Calle Villarroel #1696, Jaihuayco, D5
-17.416006,-66.163525, Calle Antezana #1697, Alalay Norte, D5
-17.434085,-66.156884, Calle Ballivián #1698, Lacma, D5
-17.413477,-66.169133, Av. Petrolera #1699, Jaihuayco, D5
-17.433957,-66.164442, Calle Libertad #1700, Alalay Norte, D5
-17.426449,-66.157997, Calle Villarroel #1701, Lacma, D5
-17.410880,-66.191153, Calle Antezana #1702, Jaihuayco, D5
-17.422833,-66.172959, Calle Ballivián #1703, Alalay Norte, D5
-17.433250,-66.156133, Av. Petrolera #1704, Lacma, D5
-17.417062,-66.172918, Calle Libertad #1705, Jaihuayco, D5
-17.430348,-66.162100, Calle Villarroel #1706, Alalay Norte, D5
-17.413853,-66.165366, Calle Antezana #1707, Lacma, D5
-17.437100,-66.165583, Calle Ballivián #1708, Jaihuayco, D5
-17.416942,-66.160029, Av. Petrolera #1709, Alalay Norte, D5
-17.414911,-66.185908, Calle Libertad #1710, Lacma, D5
-17.411252,-66.185815, Calle Villarroel #1711, Jaihuayco, D5
-17.411626,-66.187601, Calle Antezana #1712, Alalay Norte, D5
-17.432231,-66.159866, Calle Ballivián #1713, Lacma, D5
-17.438388,-66.156761, Av. Petrolera #1714, Jaihuayco, D5
-17.413658,-66.170034, Calle Libertad #1715, Alalay Norte, D5
-17.426275,-66.175590, Calle Villarroel #1716, Lacma, D5
-17.421377,-66.176858, Calle Antezana #1717, Jaihuayco, D5
-17.429299,-66.170904, Calle Ballivián #1718, Alalay Norte, D5
-17.413217,-66.170643, Av. Petrolera #1719, Lacma, D5
-17.413997,-66.187481, Calle Libertad #1720, Jaihuayco, D5
-17.414713,-66.178387, Calle Villarroel #1721, Alalay Norte, D5
-17.420685,-66.161041, Calle Antezana #1722, Lacma, D5
-17.422713,-66.160492, Calle Ballivián #1723, Jaihuayco, D5
-17.427467,-66.165813, Av. Petrolera #1724, Alalay Norte, D5
-17.428754,-66.171167, Calle Libertad #1725, Lacma, D5
-17.438768,-66.154052, Calle Villarroel #1726, Jaihuayco, D5
-17.428556,-66.162664, Calle Antezana #1727, Alalay Norte, D5
-17.430242,-66.154025, Calle Ballivián #1728, Lacma, D5
-17.418997,-66.174947, Av. Petrolera #1729, Jaihuayco, D5
-17.425342,-66.161275, Calle Libertad #1730, Alalay Norte, D5
-17.437807,-66.148186, Calle Villarroel #1731, Lacma, D5
-17.418563,-66.156918, Calle Antezana #1732, Jaihuayco, D5
-17.440923,-66.152166, Calle Ballivián #1733, Alalay Norte, D5
-17.438992,-66.154250, Av. Petrolera #1734, Lacma, D5
-17.434131,-66.162996, Calle Libertad #1735, Jaihuayco, D5
-17.434997,-66.149288, Calle Villarroel #1736, Alalay Norte, D5
-17.410137,-66.168180, Calle Antezana #1737, Lacma, D5
-17.430302,-66.182788, Calle Ballivián #1738, Jaihuayco, D5
-17.420157,-66.170212, Av. Petrolera #1739, Alalay Norte, D5
-17.436797,-66.161192, Calle Libertad #1740, Lacma, D5
-17.423914,-66.155962, Calle Villarroel #1741, Jaihuayco, D5
-17.415396,-66.176418, Calle Antezana #1742, Alalay Norte, D5
-17.426428,-66.161759, Calle Ballivián #1743, Lacma, D5
-17.414019,-66.185346, Av. Petrolera #1744, Jaihuayco, D5
-17.425060,-66.167723, Calle Libertad #1745, Alalay Norte, D5
-17.430243,-66.160019, Calle Villarroel #1746, Lacma, D5
-17.416407,-66.162189, Calle Antezana #1747, Jaihuayco, D5
-17.420970,-66.155560, Calle Ballivián #1748, Alalay Norte, D5
-17.432370,-66.156232, Av. Petrolera #1749, Lacma, D5
-17.436041,-66.150697, Calle Libertad #1750, Jaihuayco, D5
-17.433345,-66.153171, Calle Villarroel #1751, Alalay Norte, D5
-17.418693,-66.171276, Calle Antezana #1752, Lacma, D5
-17.428451,-66.169487, Calle Ballivián #1753, Jaihuayco, D5
-17.414819,-66.181860, Av. Petrolera #1754, Alalay Norte, D5
-17.425522,-66.179501, Calle Libertad #1755, Lacma, D5
-17.420774,-66.171220, Calle Villarroel #1756, Jaihuayco, D5
-17.426336,-66.181845, Calle Antezana #1757, Alalay Norte, D5
-17.414409,-66.158927, Calle Ballivián #1758, Lacma, D5
-17.413242,-66.171288, Av. Petrolera #1759, Jaihuayco, D5
-17.420146,-66.162002, Calle Libertad #1760, Alalay Norte, D5
-17.412653,-66.171066, Calle Villarroel #1761, Lacma, D5
-17.409615,-66.190231, Calle Antezana #1762, Jaihuayco, D5
-17.422690,-66.179729, Calle Ballivián #1763, Alalay Norte, D5
-17.438339,-66.164197, Av. Petrolera #1764, Lacma, D5
-17.425535,-66.161082, Calle Libertad #1765, Jaihuayco, D5
-17.417596,-66.180353, Calle Villarroel #1766, Alalay Norte, D5
-17.436723,-66.148589, Calle Antezana #1767, Lacma, D5
-17.428949,-66.165805, Calle Ballivián #1768, Jaihuayco, D5
-17.418416,-66.183026, Av. Petrolera #1769, Alalay Norte, D5
-17.422194,-66.169276, Calle Libertad #1770, Lacma, D5
-17.427729,-66.165716, Calle Villarroel #1771, Jaihuayco, D5
-17.423502,-66.157177, Calle Antezana #1772, Alalay Norte, D5
-17.418793,-66.175708, Calle Ballivián #1773, Lacma, D5
-17.417557,-66.164000, Av. Petrolera #1774, Jaihuayco, D5
-17.421018,-66.174794, Calle Libertad #1775, Alalay Norte, D5
-17.413676,-66.170390, Calle Villarroel #1776, Lacma, D5
-17.411597,-66.165594, Calle Antezana #1777, Jaihuayco, D5
-17.419567,-66.168966, Calle Ballivián #1778, Alalay Norte, D5
-17.415115,-66.176192, Av. Petrolera #1779, Lacma, D5
-17.412539,-66.187726, Calle Libertad #1780, Jaihuayco, D5
-17.416719,-66.172708, Calle Villarroel #1781, Alalay Norte, D5
-17.420649,-66.157868, Calle Antezana #1782, Lacma, D5
-17.422648,-66.158953, Calle Ballivián #1783, Jaihuayco, D5
-17.439000,-66.155622, Av. Petrolera #1784, Alalay Norte, D5
-17.432971,-66.156583, Calle Libertad #1785, Lacma, D5
-17.413529,-66.184811, Calle Villarroel #1786, Jaihuayco, D5
-17.421670,-66.179012, Calle Antezana #1787, Alalay Norte, D5
-17.424423,-66.160599, Calle Ballivián #1788, Lacma, D5
-17.414925,-66.181192, Av. Petrolera #1789, Jaihuayco, D5
-17.420973,-66.161655, Calle Libertad #1790, Alalay Norte, D5
-17.420990,-66.173681, Calle Villarroel #1791, Lacma, D5
-17.435119,-66.159602, Calle Antezana #1792, Jaihuayco, D5
-17.420827,-66.178240, Calle Ballivián #1793, Alalay Norte, D5
-17.430317,-66.169765, Av. Petrolera #1794, Lacma, D5
-17.438403,-66.150341, Calle Libertad #1795, Jaihuayco, D5
-17.427086,-66.180275, Calle Villarroel #1796, Alalay Norte, D5
-17.436208,-66.148461, Calle Antezana #1797, Lacma, D5
-17.427428,-66.157615, Calle Ballivián #1798, Jaihuayco, D5
-17.427345,-66.181292, Av. Petrolera #1799, Alalay Norte, D5
-17.424121,-66.167902, Calle Libertad #1800, Lacma, D5
-17.438959,-66.147138, Calle Villarroel #1801, Jaihuayco, D5
-17.415086,-66.165019, Calle Antezana #1802, Alalay Norte, D5
-17.413194,-66.159869, Calle Ballivián #1803, Lacma, D5
-17.421111,-66.175680, Av. Petrolera #1804, Jaihuayco, D5
-17.430114,-66.158559, Calle Libertad #1805, Alalay Norte, D5
-17.429440,-66.162406, Calle Villarroel #1806, Lacma, D5
-17.439404,-66.155882, Calle Antezana #1807, Jaihuayco, D5
-17.421466,-66.165484, Calle Ballivián #1808, Alalay Norte, D5
-17.419127,-66.173022, Av. Petrolera #1809, Lacma, D5
-17.415466,-66.179386, Calle Libertad #1810, Jaihuayco, D5
-17.419030,-66.159613, Calle Villarroel #1811, Alalay Norte, D5
-17.439720,-66.150859, Calle Antezana #1812, Lacma, D5
-17.435227,-66.156657, Calle Ballivián #1813, Jaihuayco, D5
-17.423328,-66.177905, Av. Petrolera #1814, Alalay Norte, D5
-17.431994,-66.169528, Calle Libertad #1815, Lacma, D5
-17.423944,-66.159893, Calle Villarroel #1816, Jaihuayco, D5
-17.429260,-66.170816, Calle Antezana #1817, Alalay Norte, D5
-17.437319,-66.161455, Calle Ballivián #1818, Lacma, D5
-17.417222,-66.172566, Av. Petrolera #1819, Jaihuayco, D5
-17.412536,-66.164599, Calle Libertad #1820, Alalay Norte, D5
-17.414312,-66.166671, Calle Villarroel #1821, Lacma, D5
-17.422123,-66.161822, Calle Antezana #1822, Jaihuayco, D5
-17.431301,-66.164065, Calle Ballivián #1823, Alalay Norte, D5
-17.433333,-66.167804, Av. Petrolera #1824, Lacma, D5
-17.425951,-66.176333, Calle Libertad #1825, Jaihuayco, D5
-17.433695,-66.168419, Calle Villarroel #1826, Alalay Norte, D5
-17.439266,-66.148252, Calle Antezana #1827, Lacma, D5
-17.422191,-66.164348, Calle Ballivián #1828, Jaihuayco, D5
-17.413606,-66.170553, Av. Petrolera #1829, Alalay Norte, D5
-17.420589,-66.155498, Calle Libertad #1830, Lacma, D5
-17.411792,-66.172955, Calle Villarroel #1831, Jaihuayco, D5
-17.436418,-66.162147, Calle Antezana #1832, Alalay Norte, D5
-17.415937,-66.164215, Calle Ballivián #1833, Lacma, D5
-17.420891,-66.160624, Av. Petrolera #1834, Jaihuayco, D5
-17.417490,-66.158954, Calle Libertad #1835, Alalay Norte, D5
-17.432512,-66.165023, Calle Villarroel #1836, Lacma, D5
-17.412761,-66.185944, Calle Antezana #1837, Jaihuayco, D5
-17.431735,-66.157905, Calle Ballivián #1838, Alalay Norte, D5
-17.408921,-66.189254, Av. Petrolera #1839, Lacma, D5
-17.441057,-66.149730, Calle Libertad #1840, Jaihuayco, D5
-17.422458,-66.161931, Calle Villarroel #1841, Alalay Norte, D5
-17.434636,-66.149601, Calle Antezana #1842, Lacma, D5
-17.417675,-66.171724, Calle Ballivián #1843, Jaihuayco, D5
-17.426323,-66.170186, Av. Petrolera #1844, Alalay Norte, D5
-17.439213,-66.148731, Calle Libertad #1845, Lacma, D5
-17.427233,-66.159865, Calle Villarroel #1846, Jaihuayco, D5
-17.411056,-66.170208, Calle Antezana #1847, Alalay Norte, D5
-17.425687,-66.171369, Calle Ballivián #1848, Lacma, D5
-17.438142,-66.153590, Av. Petrolera #1849, Jaihuayco, D5
-17.422750,-66.158149, Calle Libertad #1850, Alalay Norte, D5
-17.417974,-66.164789, Calle Villarroel #1851, Lacma, D5
-17.411247,-66.170444, Calle Antezana #1852, Jaihuayco, D5
-17.430484,-66.153035, Calle Ballivián #1853, Alalay Norte, D5
-17.422835,-66.180327, Av. Petrolera #1854, Lacma, D5
-17.435860,-66.150000, Calle Libertad #1855, Jaihuayco, D5
-17.424300,-66.165503, Calle Villarroel #1856, Alalay Norte, D5
-17.431353,-66.163020, Calle Antezana #1857, Lacma, D5
-17.419588,-66.163436, Calle Ballivián #1858, Jaihuayco, D5
-17.415772,-66.170717, Av. Petrolera #1859, Alalay Norte, D5
-17.429704,-66.171596, Calle Libertad #1860, Lacma, D5
-17.422639,-66.166016, Calle Villarroel #1861, Jaihuayco, D5
-17.429752,-66.168616, Calle Antezana #1862, Alalay Norte, D5
-17.408000,-66.171716, Calle Ballivián #1863, Lacma, D5
-17.439423,-66.148442, Av. Petrolera #1864, Jaihuayco, D5
-17.432674,-66.163222, Calle Libertad #1865, Alalay Norte, D5
-17.418794,-66.172463, Calle Villarroel #1866, Lacma, D5
-17.421374,-66.169609, Calle Antezana #1867, Jaihuayco, D5
-17.412779,-66.173870, Calle Ballivián #1868, Alalay Norte, D5
-17.431928,-66.169030, Av. Petrolera #1869, Lacma, D5
-17.440140,-66.152640, Calle Libertad #1870, Jaihuayco, D5
-17.422574,-66.164020, Calle Villarroel #1871, Alalay Norte, D5
-17.424276,-66.162563, Calle Antezana #1872, Lacma, D5
-17.422621,-66.175868, Calle Ballivián #1873, Jaihuayco, D5
-17.413398,-66.168054, Av. Petrolera #1874, Alalay Norte, D5
-17.410481,-66.185791, Calle Libertad #1875, Lacma, D5
-17.420746,-66.157634, Calle Villarroel #1876, Jaihuayco, D5
-17.417583,-66.174488, Calle Antezana #1877, Alalay Norte, D5
-17.408407,-66.188886, Calle Ballivián #1878, Lacma, D5
-17.427649,-66.161451, Av. Petrolera #1879, Jaihuayco, D5
-17.426872,-66.179648, Calle Libertad #1880, Alalay Norte, D5
-17.414835,-66.156834, Calle Villarroel #1881, Lacma, D5
-17.433956,-66.160932, Calle Antezana #1882, Jaihuayco, D5
-17.424954,-66.180539, Calle Ballivián #1883, Alalay Norte, D5
-17.420397,-66.163184, Av. Petrolera #1884, Lacma, D5
-17.423752,-66.164498, Calle Libertad #1885, Jaihuayco, D5
-17.436466,-66.152951, Calle Villarroel #1886, Alalay Norte, D5
-17.423744,-66.166196, Calle Antezana #1887, Lacma, D5
-17.421655,-66.177633, Calle Ballivián #1888, Jaihuayco, D5
-17.422482,-66.166876, Av. Petrolera #1889, Alalay Norte, D5
-17.436185,-66.158591, Calle Libertad #1890, Lacma, D5
-17.427472,-66.162917, Calle Villarroel #1891, Jaihuayco, D5
-17.424165,-66.162026, Calle Antezana #1892, Alalay Norte, D5
-17.426079,-66.157682, Calle Ballivián #1893, Lacma, D5
-17.431937,-66.154281, Av. Petrolera #1894, Jaihuayco, D5
-17.441076,-66.151096, Calle Libertad #1895, Alalay Norte, D5
-17.440193,-66.152044, Calle Villarroel #1896, Lacma, D5
-17.435837,-66.153708, Calle Antezana #1897, Jaihuayco, D5
-17.427551,-66.153831, Calle Ballivián #1898, Alalay Norte, D5
-17.438441,-66.161579, Av. Petrolera #1899, Lacma, D5
-17.438694,-66.163421, Calle Libertad #1900, Jaihuayco, D5
-17.425803,-66.161948, Calle Villarroel #1901, Alalay Norte, D5
-17.423293,-66.174669, Calle Antezana #1902, Lacma, D5
-17.433221,-66.156218, Calle Ballivián #1903, Jaihuayco, D5
-17.413309,-66.169858, Av. Petrolera #1904, Alalay Norte, D5
-17.418694,-66.171599, Calle Libertad #1905, Lacma, D5
-17.413585,-66.181104, Calle Villarroel #1906, Jaihuayco, D5
-17.414987,-66.186922, Calle Antezana #1907, Alalay Norte, D5
-17.413854,-66.178045, Calle Ballivián #1908, Lacma, D5
-17.414128,-66.162079, Av. Petrolera #1909, Jaihuayco, D5
-17.416172,-66.185616, Calle Libertad #1910, Alalay Norte, D5
-17.427251,-66.183197, Calle Villarroel #1911, Lacma, D5
-17.418031,-66.169249, Calle Antezana #1912, Jaihuayco, D5
-17.436894,-66.150059, Calle Ballivián #1913, Alalay Norte, D5
-17.438459,-66.151518, Av. Petrolera #1914, Lacma, D5
-17.438344,-66.159531, Calle Libertad #1915, Jaihuayco, D5
-17.427066,-66.165408, Calle Villarroel #1916, Alalay Norte, D5
-17.421606,-66.169941, Calle Antezana #1917, Lacma, D5
-17.433968,-66.156113, Calle Ballivián #1918, Jaihuayco, D5
-17.415361,-66.183287, Av. Petrolera #1919, Alalay Norte, D5
-17.410430,-66.189678, Calle Libertad #1920, Lacma, D5
-17.428907,-66.160790, Calle Villarroel #1921, Jaihuayco, D5
-17.438458,-66.157255, Calle Antezana #1922, Alalay Norte, D5
-17.436609,-66.152684, Calle Ballivián #1923, Lacma, D5
-17.423081,-66.156560, Av. Petrolera #1924, Jaihuayco, D5
-17.420468,-66.176818, Calle Libertad #1925, Alalay Norte, D5
-17.418028,-66.160169, Calle Villarroel #1926, Lacma, D5
-17.412180,-66.188823, Calle Antezana #1927, Jaihuayco, D5
-17.419756,-66.175622, Calle Ballivián #1928, Alalay Norte, D5
-17.409587,-66.187648, Av. Petrolera #1929, Lacma, D5
-17.414500,-66.178652, Calle Libertad #1930, Jaihuayco, D5
-17.426880,-66.172750, Calle Villarroel #1931, Alalay Norte, D5
-17.420308,-66.169144, Calle Antezana #1932, Lacma, D5
-17.413747,-66.157138, Calle Ballivián #1933, Jaihuayco, D5
-17.427534,-66.156477, Av. Petrolera #1934, Alalay Norte, D5
-17.439308,-66.153790, Calle Libertad #1935, Lacma, D5
-17.415086,-66.184845, Calle Villarroel #1936, Jaihuayco, D5
-17.423196,-66.156753, Calle Antezana #1937, Alalay Norte, D5
-17.440159,-66.157514, Calle Ballivián #1938, Lacma, D5
-17.435159,-66.152584, Av. Petrolera #1939, Jaihuayco, D5
-17.431537,-66.165559, Calle Libertad #1940, Alalay Norte, D5
-17.440111,-66.152659, Calle Villarroel #1941, Lacma, D5
-17.426595,-66.174912, Calle Antezana #1942, Jaihuayco, D5
-17.413056,-66.175939, Calle Ballivián #1943, Alalay Norte, D5
-17.425246,-66.164613, Av. Petrolera #1944, Lacma, D5
-17.422812,-66.170156, Calle Libertad #1945, Jaihuayco, D5
-17.416798,-66.182206, Calle Villarroel #1946, Alalay Norte, D5
-17.429322,-66.161710, Calle Antezana #1947, Lacma, D5
-17.421828,-66.169173, Calle Ballivián #1948, Jaihuayco, D5
-17.420446,-66.166872, Av. Petrolera #1949, Alalay Norte, D5
-17.414894,-66.164586, Calle Libertad #1950, Lacma, D5
-17.425694,-66.170173, Calle Villarroel #1951, Jaihuayco, D5
-17.413653,-66.172633, Calle Antezana #1952, Alalay Norte, D5
-17.435535,-66.163177, Calle Ballivián #1953, Lacma, D5
-17.424422,-66.180327, Av. Petrolera #1954, Jaihuayco, D5
-17.427274,-66.172113, Calle Libertad #1955, Alalay Norte, D5
-17.434141,-66.155218, Calle Villarroel #1956, Lacma, D5
-17.433062,-66.151451, Calle Antezana #1957, Jaihuayco, D5
-17.421336,-66.171428, Calle Ballivián #1958, Alalay Norte, D5
-17.429064,-66.162706, Av. Petrolera #1959, Lacma, D5
-17.427105,-66.172874, Calle Libertad #1960, Jaihuayco, D5
-17.430504,-66.155609, Calle Villarroel #1961, Alalay Norte, D5
-17.417001,-66.156938, Calle Antezana #1962, Lacma, D5
-17.415192,-66.185702, Calle Ballivián #1963, Jaihuayco, D5
-17.436049,-66.164206, Av. Petrolera #1964, Alalay Norte, D5
-17.426629,-66.169510, Calle Libertad #1965, Lacma, D5
-17.420958,-66.164660, Calle Villarroel #1966, Jaihuayco, D5
-17.427437,-66.174380, Calle Antezana #1967, Alalay Norte, D5
-17.429511,-66.160152, Calle Ballivián #1968, Lacma, D5
-17.430900,-66.151715, Av. Petrolera #1969, Jaihuayco, D5
-17.434596,-66.158183, Calle Libertad #1970, Alalay Norte, D5
-17.413997,-66.169452, Calle Villarroel #1971, Lacma, D5
-17.425357,-66.164163, Calle Antezana #1972, Jaihuayco, D5
-17.412328,-66.169325, Calle Ballivián #1973, Alalay Norte, D5
-17.414508,-66.162150, Av. Petrolera #1974, Lacma, D5
-17.437459,-66.162315, Calle Libertad #1975, Jaihuayco, D5
-17.424976,-66.177531, Calle Villarroel #1976, Alalay Norte, D5
-17.421762,-66.168083, Calle Antezana #1977, Lacma, D5
-17.420391,-66.173948, Calle Ballivián #1978, Jaihuayco, D5
-17.419740,-66.180074, Av. Petrolera #1979, Alalay Norte, D5
-17.437245,-66.156517, Calle Libertad #1980, Lacma, D5
-17.412706,-66.159891, Calle Villarroel #1981, Jaihuayco, D5
-17.424876,-66.176605, Calle Antezana #1982, Alalay Norte, D5
-17.416688,-66.180769, Calle Ballivián #1983, Lacma, D5
-17.416572,-66.176600, Av. Petrolera #1984, Jaihuayco, D5
-17.416419,-66.163503, Calle Libertad #1985, Alalay Norte, D5
-17.423488,-66.159492, Calle Villarroel #1986, Lacma, D5
-17.415579,-66.173728, Calle Antezana #1987, Jaihuayco, D5
-17.419315,-66.166938, Calle Ballivián #1988, Alalay Norte, D5
-17.421373,-66.171439, Av. Petrolera #1989, Lacma, D5
-17.424529,-66.165992, Calle Libertad #1990, Jaihuayco, D5
-17.427519,-66.180830, Calle Villarroel #1991, Alalay Norte, D5
-17.430575,-66.157944, Calle Antezana #1992, Lacma, D5
-17.412909,-66.166879, Calle Ballivián #1993, Jaihuayco, D5
-17.425966,-66.174937, Av. Petrolera #1994, Alalay Norte, D5
-17.408741,-66.191440, Calle Libertad #1995, Lacma, D5
-17.415040,-66.160370, Calle Villarroel #1996, Jaihuayco, D5
-17.431659,-66.160033, Calle Antezana #1997, Alalay Norte, D5
-17.415713,-66.162276, Calle Ballivián #1998, Lacma, D5
-17.431433,-66.161395, Av. Petrolera #1999, Jaihuayco, D5
-17.426950,-66.175460, Calle Libertad #2000, Alalay Norte, D5
-17.421366,-66.171778, Calle Villarroel #2001, Lacma, D5
-17.414244,-66.171921, Calle Antezana #2002, Jaihuayco, D5
-17.439602,-66.156374, Calle Ballivián #2003, Alalay Norte, D5
-17.410471,-66.169505, Av. Petrolera #2004, Lacma, D5
-17.428701,-66.183031, Calle Libertad #2005, Jaihuayco, D5
-17.411053,-66.167600, Calle Villarroel #2006, Alalay Norte, D5
-17.411493,-66.186103, Calle Antezana #2007, Lacma, D5
-17.430031,-66.168808, Calle Ballivián #2008, Jaihuayco, D5
-17.430036,-66.169440, Av. Petrolera #2009, Alalay Norte, D5
-17.414020,-66.184773, Calle Libertad #2010, Lacma, D5
-17.430612,-66.159334, Calle Villarroel #2011, Jaihuayco, D5
-17.439581,-66.153397, Calle Antezana #2012, Alalay Norte, D5
-17.435197,-66.167262, Calle Ballivián #2013, Lacma, D5
-17.434708,-66.152182, Av. Petrolera #2014, Jaihuayco, D5
-17.439957,-66.150520, Calle Libertad #2015, Alalay Norte, D5
-17.417896,-66.156768, Calle Villarroel #2016, Lacma, D5
-17.440244,-66.156366, Calle Antezana #2017, Jaihuayco, D5
-17.431150,-66.159004, Calle Ballivián #2018, Alalay Norte, D5
-17.415476,-66.174623, Av. Petrolera #2019, Lacma, D5
-17.430649,-66.158070, Calle Libertad #2020, Jaihuayco, D5
-17.418963,-66.172630, Calle Villarroel #2021, Alalay Norte, D5
-17.412161,-66.175632, Calle Antezana #2022, Lacma, D5
-17.433339,-66.164197, Calle Ballivián #2023, Jaihuayco, D5
-17.436061,-66.162500, Av. Petrolera #2024, Alalay Norte, D5
-17.433095,-66.169320, Calle Libertad #2025, Lacma, D5
-17.436359,-66.156843, Calle Villarroel #2026, Jaihuayco, D5
-17.431490,-66.161955, Calle Antezana #2027, Alalay Norte, D5
-17.438204,-66.158963, Calle Ballivián #2028, Lacma, D5
-17.415915,-66.167869, Av. Petrolera #2029, Jaihuayco, D5
-17.412631,-66.162532, Calle Libertad #2030, Alalay Norte, D5
-17.438890,-66.151010, Calle Villarroel #2031, Lacma, D5
-17.440040,-66.151353, Calle Antezana #2032, Jaihuayco, D5
-17.422579,-66.157711, Calle Ballivián #2033, Alalay Norte, D5
-17.438655,-66.153167, Av. Petrolera #2034, Lacma, D5
-17.411532,-66.187748, Calle Libertad #2035, Jaihuayco, D5
-17.427273,-66.158577, Calle Villarroel #2036, Alalay Norte, D5
-17.427887,-66.153404, Calle Antezana #2037, Lacma, D5
-17.415658,-66.180736, Calle Ballivián #2038, Jaihuayco, D5
-17.438141,-66.158755, Av. Petrolera #2039, Alalay Norte, D5
-17.440023,-66.154071, Calle Libertad #2040, Lacma, D5
-17.414645,-66.183617, Calle Villarroel #2041, Jaihuayco, D5
-17.429050,-66.181110, Calle Antezana #2042, Alalay Norte, D5
-17.438806,-66.150853, Calle Ballivián #2043, Lacma, D5
-17.435237,-66.150455, Av. Petrolera #2044, Jaihuayco, D5
-17.429775,-66.160030, Calle Libertad #2045, Alalay Norte, D5
-17.418048,-66.167134, Calle Villarroel #2046, Lacma, D5
-17.426143,-66.155114, Calle Antezana #2047, Jaihuayco, D5
-17.430910,-66.154472, Calle Ballivián #2048, Alalay Norte, D5
-17.432839,-66.156916, Av. Petrolera #2049, Lacma, D5
-17.434491,-66.152833, Calle Libertad #2050, Jaihuayco, D5
-17.440783,-66.148474, Calle Villarroel #2051, Alalay Norte, D5
-17.421506,-66.161835, Calle Antezana #2052, Lacma, D5
-17.426866,-66.179227, Calle Ballivián #2053, Jaihuayco, D5
-17.408139,-66.189808, Av. Petrolera #2054, Alalay Norte, D5
-17.415885,-66.176506, Calle Libertad #2055, Lacma, D5
